3.592605221271475895e-08,-4.346991182514868019e-24
1.670921403906183392e-08,1.645238600651350992e-321
1.825606310506993564e-08,8.419497075451630932e-21
1.656356335451214209e-08,1.236887673309344067e-16
1.693404016544048421e-08,-1.728994602331321031e-34
1.644640046279449546e-08,1.258788379463163616e-145
1.657783634433812198e-08,3.477963972418662548e-25
1.692617569281608552e-08,4.446590812571218898e-323
1.803452404408851439e-08,-3.563763847606373150e-94
1.672509451091643280e-08,-1.481633617376472687e-62
3.604713443308984661e-08,2.359737001641619459e-142
-1.085158222904639691e-08,6.530668726425768319e-12
-8.450375500879420526e-09,-2.549717131557231764e-229
-8.420075175189810504e-09,3.544414637350763184e-18
-7.603019977908689289e-09,8.200773662201853933e-67
-7.958131455501193354e-09,3.118548780046033459e-21
-7.595361510016037819e-09,-1.868892547831778442e-36
-7.637828831357796957e-09,1.780390993873885758e-20
-7.776218804610170257e-09,5.954954381737902624e-225
-8.253172388955419825e-09,-9.104854249544261943e-41
-8.725546751564023302e-09,-2.061529368973868780e-24
-1.085463194241900506e-08,-2.698058401662895364e-13
3.263809549914565461e-08,-1.477007777521627554e-45
1.431423262919378266e-08,3.728459199020184764e-38
1.574819930645129952e-08,-1.244222276698368854e-38
1.418513154955926895e-08,7.215677497462978066e-36
1.435625841257311814e-08,-1.294214327766042661e-13
1.388286719201002257e-08,-4.293173837485227017e-34
1.428619913630223925e-08,9.298020962549454967e-11
1.413473992990116333e-08,1.453224164306000561e-69
1.564845216261597666e-08,4.823800727335168206e-28
1.470015095896981446e-08,5.284388312684400836e-32
3.258495296560727789e-08,-9.498046223782689169e-12
-1.087631952345599520e-08,2.286069578316352845e-10
-7.955790082734218870e-09,-7.790509145005748226e-40
-7.949021098153864247e-09,2.868211864553404958e-23
-7.211687723864972170e-09,-1.610901845651949536e-12
-7.646390700035727498e-09,-2.065431918556665790e-11
-7.035856732056806360e-09,-5.949750529072332975e-22
-7.443960262003789537e-09,-8.228574573406374714e-13
-7.104415087755708043e-09,-1.877449454196736868e-322
-8.009072490633973618e-09,2.382549001585854976e-23
-8.342811103913510591e-09,1.943435723231712420e-13
-1.103672203004356932e-08,-2.528018141575202325e-13
3.157712900071980948e-08,8.859658147394068410e-34
1.340450373829376782e-08,-1.033684654562675449e-15
1.491666744011936187e-08,1.372868941132546270e-17
1.330599828407854300e-08,-1.267882772052856673e-26
1.367824194297171797e-08,-5.842955979972480409e-12
1.285464558137469127e-08,2.782846823797428639e-23
1.353806674422815451e-08,1.297593085083650266e-11
1.314923168480768346e-08,1.439283027550476042e-75
1.484503788518261650e-08,3.319554770036462604e-13
1.390127328296808580e-08,-6.008271096166294160e-12
3.152898242286234401e-08,1.626507560235898530e-13
-1.082754764997975391e-08,-9.665886480365057707e-29
-7.664117738440783222e-09,6.163659593279103250e-58
-7.813084121421981603e-09,-3.099799889322743212e-15
-7.089912901125900832e-09,-4.212086592565220415e-14
-7.392285057048854324e-09,9.949066573728351450e-33
-6.798138794003324668e-09,8.765126305130689965e-21
-7.330713150244519533e-09,6.057900160868808859e-15
-6.991488547453835266e-09,-2.883360717628131529e-14
-7.651427697140478815e-09,2.743417361410022730e-23
-8.288720465484546476e-09,-1.292157052084383421e-16
-1.084354980219704277e-08,2.619728408408070875e-11
3.149930496547952061e-08,-1.393623851071396877e-11
1.341474761560803157e-08,-9.186567061262400291e-37
1.487867842132687892e-08,-6.346741030949827258e-14
1.356277167536496699e-08,-1.232895805391235445e-18
1.350731371602107451e-08,9.745519445666613815e-25
1.292700612513147334e-08,-2.692079834176515669e-18
1.358411578318596910e-08,-5.781919745142338366e-21
1.339297725340038043e-08,-1.009821158823766162e-145
1.474411336985039093e-08,-4.838750050519314843e-14
1.409177592891781178e-08,-2.185583206063466893e-23
3.152146032705468991e-08,-7.182609547226865606e-14
-1.104436656712403633e-08,8.581087785646521571e-24
-7.843142895995314626e-09,1.578592154610747942e-11
-7.964728804378675701e-09,-7.743892885181111429e-20
-7.606275361662827760e-09,1.115864681906361847e-33
-7.455057036552849440e-09,1.383160675844181530e-17
-7.106327199531802686e-09,-3.197443835754580724e-14
-7.499337700098996941e-09,-1.431265190706141423e-28
-7.492484256075148466e-09,-4.940656458412465442e-324
-7.762899856584926877e-09,-5.233088978523335992e-16
-8.558713093249313120e-09,3.824834488794858775e-42
-1.101411092204708227e-08,-2.680608887815804322e-14
3.268517800391668864e-08,2.354712449798758774e-24
1.424814403314043456e-08,5.812289519859477749e-30
1.562659575107298982e-08,2.451826208232009461e-13
1.450555911904306361e-08,-7.101609331284357514e-20
1.425713178448787589e-08,2.465443833578064446e-17
1.395528237744801636e-08,-2.423819898102223772e-19
1.424213028021529022e-08,-4.382475806928682748e-28
1.455598762271801835e-08,3.337036317650342636e-67
1.544138502113989036e-08,8.102800974949405651e-20
1.478808052606031427e-08,3.159461986419572078e-30
3.268321347095735365e-08,1.059632697875966490e-32
-1.105531416162478649e-08,5.493091029815754406e-12
-8.292933240566767386e-09,9.668889681383831519e-25
-8.262884146200553879e-09,1.162280486899290019e-11
-7.915885944471901096e-09,-1.153827050159029434e-54
-7.915269561476202041e-09,-1.158562412182608893e-27
-7.590688579595004367e-09,1.302488744101026358e-16
-7.836558181271278410e-09,-1.859963156649217571e-28
-8.062028793331452454e-09,-7.070507602589467222e-280
-8.101943979655326443e-09,1.073916947082007172e-16
-8.728993628728109619e-09,6.932921496263706321e-14
-1.101899872383680302e-08,-3.464017455578892811e-28
3.614554756130967200e-08,-5.735614302735993672e-13
1.660332195441511199e-08,-1.268963201922597998e-57
1.799127085545231129e-08,-9.719670253096552428e-25
1.695718469236371530e-08,-4.861791117789756450e-102
1.682512271479535066e-08,-4.076947040428236627e-14
1.642041279321941857e-08,4.279610579262791733e-33
1.674810824996176548e-08,1.209770143647371386e-42
1.711293874383200727e-08,-1.482196937523739633e-323
1.793058097230951589e-08,-2.616587444415075065e-110
1.679783715640779710e-08,-2.029099722274052798e-122
3.609626512836835554e-08,-2.664703344913670792e-49
-3.610454313873334394e-08,-4.364883717328469563e-71
-1.674840539267953662e-08,3.580773861007830189e-28
-1.795458494276010518e-08,-3.045569029857070023e-233
-1.699376698294065223e-08,9.078111791171588787e-17
-1.665163979124403528e-08,2.750409280261147405e-29
